combination_id,source_category,source_label,scope_urls,data_sensitivity,persistence,transitive_exposure,scope_count,cross_service_breadth,has_restricted_scope,access_level,risk_label
SC-0112,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: AdSense, access_type: read, google_classification: non_sensitive; service: YouTube, access_type: read, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/adsense.readonly; https://www.googleapis.com/auth/youtube.readonly,3,1,0,5,3,0,0,Medium
SC-0113,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Chat, access_type: full_access, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/contacts.readonly,4,1,1,5,3,0,2,Critical
SC-0114,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Slides, access_type: read, google_classification: sensitive; service: Docs, access_type: read, google_classification: sensitive; service: Photos, access_type: read, google_classification: sensitive; service: Sheets, access_type: read, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/presentations.readonly; https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/photoslibrary.readonly; https://www.googleapis.com/auth/spreadsheets.readonly,4,1,0,7,5,0,0,High
SC-0116,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/classroom.profile.emails; https://www.googleapis.com/auth/gmail.send,5,1,1,5,3,1,1,Critical
SC-0117,Strategy A: Boolean Switching,"service: BigQuery, access_type: full_access, google_classification: sensitive; service: Cloud Storage, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/bigquery; https://www.googleapis.com/auth/devstorage.read_write,3,0,0,2,2,0,2,Medium
SC-0118,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/script.deployments; https://www.googleapis.com/auth/script.projects,4,0,0,7,4,0,2,High
SC-0119,Strategy A: Boolean Switching,"service: Admin, access_type: full_access, google_classification: sensitive; service: Admin, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; Offline refresh token",https://www.googleapis.com/auth/admin.directory.rolemanagement; https://www.googleapis.com/auth/admin.directory.user.readonly; https://www.googleapis.com/auth/gmail.settings.sharing,5,1,1,3,2,1,3,Critical
SC-0120,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Keep, access_type: full_access, google_classification: restricted; service: Tasks, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/tasks; https://www.googleapis.com/auth/calendar.events.owned,4,1,0,6,4,1,2,Critical
SC-0122,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Chat, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read, google_classification: restricted; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/drive.readonly,4,1,0,5,3,1,2,Critical
SC-0123,Strategy A: Boolean Switching,"service: Cloud Storage, access_type: read_write, google_classification: sensitive; service: Admin, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/devstorage.read_write; https://www.googleapis.com/auth/admin.datatransfer,5,0,1,2,2,0,3,High
SC-0124,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Blogger, access_type: full_access, google_classification: sensitive; service: Analytics, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/blogger; https://www.googleapis.com/auth/analytics; https://www.googleapis.com/auth/script.projects,3,0,0,6,4,0,2,High
SC-0125,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",openid; profile; email,1,1,0,3,1,0,0,Low
SC-0126,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",openid; email,1,1,0,2,1,0,0,Low
SC-0127,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/userinfo.email; https://www.googleapis.com/auth/userinfo.profile,1,1,0,5,1,0,0,Medium
SC-0128,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/userinfo.email,1,1,0,4,1,0,0,Medium
SC-0129,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Docs, access_type: full_access, google_classification: sensitive; service: Forms, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/forms.body; https://www.googleapis.com/auth/drive.file,4,1,0,6,4,0,2,Critical
SC-0130,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Fitness, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/fitness.blood_glucose.read,4,0,0,5,3,0,2,High
SC-0131,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Gmail, access_type: read, google_classification: restricted; service: Calendar, access_type: read_write, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/gmail.readonly; https://www.googleapis.com/auth/calendar.events.owned,5,1,0,5,3,1,1,Critical
SC-0132,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/spreadsheets,4,1,0,5,3,0,2,High
SC-0133,Strategy A: Boolean Switching,"service: BigQuery, access_type: write, google_classification: sensitive; service: Drive, access_type: read, google_classification: restricted; Offline refresh token",https://www.googleapis.com/auth/bigquery.insertdata; https://www.googleapis.com/auth/drive.readonly,4,1,0,2,2,1,1,High
SC-0134,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Drive, access_type: read, google_classification: restricted; service: YouTube, access_type: write, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/drive.readonly; https://www.googleapis.com/auth/youtube.upload,4,1,0,5,3,1,1,High
SC-0135,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Forms, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/forms.responses.readonly; https://www.googleapis.com/auth/gmail.send,5,1,0,5,3,1,1,Critical
